# n, harmonic_series
1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.833333333333333259e+00
4.000000000000000000e+00,2.083333333333333037e+00
5.000000000000000000e+00,2.283333333333333215e+00
6.000000000000000000e+00,2.449999999999999734e+00
7.000000000000000000e+00,2.592857142857142527e+00
8.000000000000000000e+00,2.717857142857142527e+00
9.000000000000000000e+00,2.828968253968253688e+00
1.000000000000000000e+01,2.928968253968253777e+00
1.100000000000000000e+01,3.019877344877344605e+00
1.200000000000000000e+01,3.103210678210678086e+00
1.300000000000000000e+01,3.180133755133755180e+00
1.400000000000000000e+01,3.251562326562326799e+00
1.500000000000000000e+01,3.318228993228993673e+00
1.600000000000000000e+01,3.380728993228993673e+00
1.700000000000000000e+01,3.439552522640758170e+00
1.800000000000000000e+01,3.495108078196313528e+00
1.900000000000000000e+01,3.547739657143682113e+00
2.000000000000000000e+01,3.597739657143681935e+00
2.100000000000000000e+01,3.645358704762729385e+00
2.200000000000000000e+01,3.690813250217274799e+00
2.300000000000000000e+01,3.734291511086840210e+00
2.400000000000000000e+01,3.775958177753506728e+00
2.500000000000000000e+01,3.815958177753506764e+00
2.600000000000000000e+01,3.854419716215045089e+00
2.700000000000000000e+01,3.891456753252082290e+00
2.800000000000000000e+01,3.927171038966367878e+00
2.900000000000000000e+01,3.961653797587057380e+00
3.000000000000000000e+01,3.994987130920390594e+00
3.100000000000000000e+01,4.027245195436520042e+00
3.200000000000000000e+01,4.058495195436520042e+00
3.300000000000000000e+01,4.088798225739550318e+00
3.400000000000000000e+01,4.118209990445432567e+00
3.500000000000000000e+01,4.146781419016861037e+00
3.600000000000000000e+01,4.174559196794638716e+00
3.700000000000000000e+01,4.201586223821665911e+00
3.800000000000000000e+01,4.227902013295349981e+00
3.900000000000000000e+01,4.253543038936375531e+00
4.000000000000000000e+01,4.278543038936375886e+00
4.100000000000000000e+01,4.302933282838814932e+00
4.200000000000000000e+01,4.326742806648338657e+00
4.300000000000000000e+01,4.349998620601827071e+00
4.400000000000000000e+01,4.372725893329099556e+00
4.500000000000000000e+01,4.394948115551321699e+00
4.600000000000000000e+01,4.416687245986103960e+00
4.700000000000000000e+01,4.437963841730784509e+00
4.800000000000000000e+01,4.458797175064117546e+00
4.900000000000000000e+01,4.479205338329423469e+00
5.000000000000000000e+01,4.499205338329423043e+00
5.100000000000000000e+01,4.518813181466677875e+00
5.200000000000000000e+01,4.538043950697447038e+00
5.300000000000000000e+01,4.556911875225749142e+00
5.400000000000000000e+01,4.575430393744267299e+00
5.500000000000000000e+01,4.593612211926085820e+00
5.600000000000000000e+01,4.611469354783229058e+00
5.700000000000000000e+01,4.629013214432351475e+00
5.800000000000000000e+01,4.646254593742696670e+00
5.900000000000000000e+01,4.663203746285069506e+00
6.000000000000000000e+01,4.679870412951736114e+00
6.100000000000000000e+01,4.696263855574686730e+00
6.200000000000000000e+01,4.712392887832751676e+00
6.300000000000000000e+01,4.728265903705767492e+00
6.400000000000000000e+01,4.743890903705767492e+00
6.500000000000000000e+01,4.759275519090382822e+00
6.600000000000000000e+01,4.774427034241898404e+00
6.700000000000000000e+01,4.789352407376227028e+00
6.800000000000000000e+01,4.804058289729168152e+00
6.900000000000000000e+01,4.818551043352356622e+00
7.000000000000000000e+01,4.832836757638070857e+00
7.100000000000000000e+01,4.846921264680324803e+00
7.200000000000000000e+01,4.860810153569214087e+00
7.300000000000000000e+01,4.874508783706199999e+00
7.400000000000000000e+01,4.888022297219713153e+00
7.500000000000000000e+01,4.901355630553046794e+00
7.600000000000000000e+01,4.914513525289889273e+00
7.700000000000000000e+01,4.927500538276902375e+00
7.800000000000000000e+01,4.940321051097415150e+00
7.900000000000000000e+01,4.952979278945516484e+00
8.000000000000000000e+01,4.965479278945516661e+00
8.100000000000000000e+01,4.977824957957862395e+00
8.200000000000000000e+01,4.990020079909081474e+00
8.300000000000000000e+01,5.002068272680165961e+00
8.400000000000000000e+01,5.013973034584927824e+00
8.500000000000000000e+01,5.025737740467280723e+00
8.600000000000000000e+01,5.037365647444024930e+00
8.700000000000000000e+01,5.048859900317587801e+00
8.800000000000000000e+01,5.060223536681224488e+00
8.900000000000000000e+01,5.071459491737404512e+00
9.000000000000000000e+01,5.082570602848515584e+00
9.100000000000000000e+01,5.093559613837526534e+00
9.200000000000000000e+01,5.104429179054918109e+00
9.300000000000000000e+01,5.115181867226961110e+00
9.400000000000000000e+01,5.125820165099301384e+00
9.500000000000000000e+01,5.136346480888774657e+00
9.600000000000000000e+01,5.146763147555441620e+00
9.700000000000000000e+01,5.157072425905957047e+00
9.800000000000000000e+01,5.167276507538610453e+00
9.900000000000000000e+01,5.177377517639620841e+00
1.000000000000000000e+02,5.187377517639620628e+00
